"issue_key","concatSprintCount","sp_sprint","concatCreateCount","firststorypoints","wordsDiff","sp_diff"
"MULE-15297",24,2.0,24,2.0,0,0.0
"MULE-15294",15,1.0,15,1.0,0,0.0
"MULE-15291",34,5.0,34,5.0,0,0.0
"MULE-15290",18,8.0,18,"16.0",0,-8.0
"MULE-15289",18,4.0,18,4.0,0,0.0
"MULE-15285",29,1.0,29,1.0,0,0.0
"MULE-15284",49,8.0,49,8.0,0,0.0
"MULE-15283",75,3.0,62,3.0,13,0.0
"MULE-15282",84,8.0,84,8.0,0,0.0
"MULE-15281",16,4.0,16,4.0,0,0.0
"MULE-15280",12,1.0,12,1.0,0,0.0
"MULE-15279",24,1.0,24,1.0,0,0.0
"MULE-15277",13,2.0,13,2.0,0,0.0
"MULE-15273",111,8.0,111,8.0,0,0.0
"MULE-15270",16,8.0,16,8.0,0,0.0
"MULE-15268",22,8.0,22,8.0,0,0.0
"MULE-15267",28,4.0,28,4.0,0,0.0
"MULE-15266",49,8.0,39,8.0,10,0.0
"MULE-15265",18,8.0,18,"8.0",0,0.0
"MULE-15264",25,-1.0,25,2.0,0,-3.0
"MULE-15263",47,3.0,47,3.0,0,0.0
"MULE-15262",52,3.0,50,3.0,2,0.0
